# Portfolio Backtesting CSV Output
# Generated by PortfolioManager for user 9999
# Columns:
#   timestamp: ISO 8601 timestamp (YYYY-MM-DDTHH:MM:SS.nnnnnnnnnZ)
#   position: Net position (positive=long, negative=short, 0=flat)
#   current_price: Latest market price in dollars (converted from ticks)
#   cost: Cost basis per unit in dollars
#   unrealized_pnl: Mark-to-market P&L for current position in dollars
#   realized_pnl: Cumulative realized P&L from closed trades in dollars
#   total_pnl: Total P&L (realized + unrealized) in dollars
#   total_trades: Number of trade executions involving tracked orders
#   position_value: Current market value of position in dollars

timestamp,position,current_price,average_cost,unrealized_pnl,realized_pnl,total_pnl,total_trades,position_value
1970-01-01T04:54:51.540071178Z,34,5557.75,5558.29,-18.49,-3.01,-21.50,48,188963.50,
1970-01-01T04:54:51.544915834Z,33,5557.50,5558.29,-26.19,-3.81,-30.00,49,183397.50,
1970-01-01T04:54:51.548983203Z,32,5557.75,5558.29,-17.40,-4.35,-21.75,50,177848.00,
1970-01-01T04:54:51.554171341Z,31,5558.00,5558.29,-9.10,-4.65,-13.75,51,172298.00,
1970-01-01T04:54:51.557095110Z,32,5558.50,5558.30,6.40,-4.65,1.75,52,177872.00,
1970-01-01T04:54:51.563104436Z,33,5558.25,5558.30,-1.60,-4.65,-6.25,53,183422.25,
1970-01-01T04:54:51.564653948Z,34,5558.25,5558.30,-1.60,-4.65,-6.25,54,188980.50,
1970-01-01T04:54:51.570020320Z,33,5558.00,5558.30,-9.81,-4.94,-14.75,55,183414.00,
1970-01-01T04:54:51.576199301Z,34,5558.75,5558.31,14.94,-4.94,10.00,56,188997.50,
1970-01-01T04:54:51.576661139Z,35,5558.75,5558.32,14.94,-4.94,10.00,57,194556.25,
1970-01-01T04:54:51.578170420Z,36,5558.50,5558.33,6.19,-4.94,1.25,58,200106.00,
1970-01-01T04:54:51.581193202Z,37,5558.50,5558.33,6.19,-4.94,1.25,59,205664.50,
1970-01-01T04:54:51.582778677Z,38,5558.50,5558.34,6.19,-4.94,1.25,60,211223.00,
1970-01-01T04:54:51.584136271Z,39,5558.50,5558.34,6.19,-4.94,1.25,61,216781.50,
1970-01-01T04:54:51.586181788Z,40,5558.25,5558.34,-3.56,-4.94,-8.50,62,222330.00,
1970-01-01T04:54:51.586538866Z,41,5558.50,5558.34,6.44,-4.94,1.50,63,227898.50,
1970-01-01T04:54:51.589623830Z,40,5558.25,5558.34,-3.71,-5.04,-8.75,64,222330.00,
1970-01-01T04:54:51.590958139Z,41,5558.50,5558.35,6.29,-5.04,1.25,65,227898.50,
1970-01-01T04:54:51.592371119Z,42,5558.75,5558.36,16.54,-5.04,11.50,66,233467.50,
1970-01-01T04:54:51.596266903Z,41,5558.50,5558.36,5.89,-4.89,1.00,67,227898.50,
1970-01-01T04:54:51.602911402Z,42,5559.00,5558.37,26.39,-4.89,21.50,68,233478.00,
1970-01-01T04:54:51.603412619Z,43,5559.00,5558.39,26.39,-4.89,21.50,69,239037.00,
1970-01-01T04:54:51.605345233Z,44,5559.00,5558.40,26.39,-4.89,21.50,70,244596.00,
1970-01-01T04:54:51.610040123Z,43,5558.75,5558.40,15.04,-4.54,10.50,71,239026.25,
1970-01-01T04:54:51.612309015Z,44,5559.25,5558.42,36.54,-4.54,32.00,72,244607.00,
1970-01-01T04:54:51.617406962Z,45,5559.25,5558.44,36.54,-4.54,32.00,73,250166.25,
1970-01-01T04:54:51.617455540Z,44,5558.75,5558.44,13.73,-4.23,9.50,74,244585.00,
1970-01-01T04:54:51.618612249Z,45,5559.00,5558.45,24.73,-4.23,20.50,75,250155.00,
1970-01-01T04:54:51.624774061Z,46,5559.25,5558.47,35.98,-4.23,31.75,76,255725.50,
1970-01-01T04:54:51.624822644Z,45,5558.75,5558.47,12.70,-3.95,8.75,77,250143.75,
1970-01-01T04:54:51.626025948Z,46,5559.00,5558.48,23.95,-3.95,20.00,78,255714.00,
1970-01-01T04:54:51.626710533Z,47,5559.50,5558.50,46.95,-3.95,43.00,79,261296.50,
1970-01-01T04:54:51.628325469Z,48,5559.00,5558.51,23.45,-3.95,19.50,80,266832.00,
1970-01-01T04:54:51.631179523Z,49,5559.25,5558.53,35.45,-3.95,31.50,81,272403.25,
1970-01-01T04:54:51.631240375Z,48,5558.75,5558.53,10.72,-3.72,7.00,82,266820.00,
1970-01-01T04:54:51.633073161Z,49,5559.25,5558.54,34.72,-3.72,31.00,83,272403.25,
1970-01-01T04:54:51.633176872Z,48,5558.75,5558.54,10.02,-3.52,6.50,84,266820.00,
1970-01-01T04:54:51.637400463Z,49,5559.50,5558.56,46.02,-3.52,42.50,85,272415.50,
1970-01-01T04:54:51.638614899Z,50,5559.00,5558.57,21.52,-3.52,18.00,86,277950.00,
1970-01-01T04:54:51.638664029Z,51,5559.00,5558.58,21.52,-3.52,18.00,87,283509.00,
1970-01-01T04:54:51.638711897Z,50,5558.75,5558.58,8.59,-3.34,5.25,88,277937.50,
1970-01-01T04:54:51.639244538Z,51,5559.25,5558.59,33.59,-3.34,30.25,89,283521.75,
1970-01-01T04:54:51.640826135Z,52,5559.00,5558.60,20.84,-3.34,17.50,90,289068.00,
1970-01-01T04:54:51.642581215Z,53,5559.50,5558.62,46.84,-3.34,43.50,91,294653.50,
1970-01-01T04:54:51.643751660Z,54,5559.25,5558.63,33.59,-3.34,30.25,92,300199.50,
1970-01-01T04:54:51.646646195Z,55,5559.25,5558.64,33.59,-3.34,30.25,93,305758.75,
1970-01-01T04:54:51.648159924Z,56,5559.25,5558.65,33.59,-3.34,30.25,94,311318.00,
1970-01-01T04:54:51.648764243Z,57,5559.25,5558.66,33.59,-3.34,30.25,95,316877.25,
1970-01-01T04:54:51.649131663Z,56,5558.75,5558.66,5.00,-3.25,1.75,96,311290.00,
1970-01-01T04:54:51.653024634Z,57,5559.00,5558.67,19.00,-3.25,15.75,97,316863.00,
1970-01-01T04:54:51.654251267Z,58,5559.00,5558.67,19.00,-3.25,15.75,98,322422.00,
1970-01-01T04:54:51.658775481Z,59,5559.00,5558.68,19.00,-3.25,15.75,99,327981.00,
1970-01-01T04:54:51.659917466Z,60,5559.00,5558.68,19.00,-3.25,15.75,100,333540.00,
1970-01-01T04:54:51.661990928Z,61,5559.00,5558.69,19.00,-3.25,15.75,101,339099.00,
1970-01-01T04:54:51.670392131Z,62,5559.00,5558.69,19.00,-3.25,15.75,102,344658.00,
1970-01-01T04:54:51.671389684Z,63,5558.75,5558.69,3.50,-3.25,0.25,103,350201.25,
1970-01-01T04:54:51.671909117Z,64,5559.00,5558.70,19.25,-3.25,16.00,104,355776.00,
1970-01-01T04:54:51.679627668Z,65,5559.00,5558.70,19.25,-3.25,16.00,105,361335.00,
1970-01-01T04:54:51.703465314Z,66,5558.75,5558.70,3.00,-3.25,-0.25,106,366877.50,
1970-01-01T04:54:51.705123758Z,67,5558.75,5558.71,3.00,-3.25,-0.25,107,372436.25,
1970-01-01T04:54:51.707444932Z,68,5558.75,5558.71,3.00,-3.25,-0.25,108,377995.00,
1970-01-01T04:54:51.716116187Z,69,5558.75,5558.71,3.00,-3.25,-0.25,109,383553.75,
1970-01-01T04:54:51.717773982Z,70,5558.75,5558.71,3.00,-3.25,-0.25,110,389112.50,
1970-01-01T04:54:51.720889552Z,69,5558.50,5558.71,-14.29,-3.46,-17.75,111,383536.50,
1970-01-01T04:54:51.722491316Z,70,5558.75,5558.71,2.96,-3.46,-0.50,112,389112.50,
1970-01-01T04:54:51.736994435Z,71,5558.75,5558.71,2.96,-3.46,-0.50,113,394671.25,
1970-01-01T04:54:51.737643020Z,72,5558.75,5558.71,2.96,-3.46,-0.50,114,400230.00,
1970-01-01T04:54:51.748800680Z,73,5558.75,5558.71,2.96,-3.46,-0.50,115,405788.75,
1970-01-01T04:54:51.748984148Z,72,5558.25,5558.71,-33.08,-3.92,-37.00,116,400194.00,
1970-01-01T04:54:51.750043870Z,73,5558.75,5558.71,2.92,-3.92,-1.00,117,405788.75,
1970-01-01T04:54:51.751328122Z,74,5558.50,5558.71,-15.33,-3.92,-19.25,118,411329.00,
1970-01-01T04:54:51.757128091Z,75,5558.50,5558.70,-15.33,-3.92,-19.25,119,416887.50,
1970-01-01T04:54:51.758236595Z,76,5558.50,5558.70,-15.33,-3.92,-19.25,120,422446.00,
1970-01-01T04:54:51.759479617Z,77,5558.50,5558.70,-15.33,-3.92,-19.25,121,428004.50,
1970-01-01T04:54:51.763833131Z,76,5558.25,5558.70,-34.13,-4.37,-38.50,122,422427.00,
1970-01-01T04:54:51.765681140Z,77,5558.75,5558.70,3.87,-4.37,-0.50,123,428023.75,
1970-01-01T04:54:51.771094879Z,78,5558.50,5558.70,-15.38,-4.37,-19.75,124,433563.00,
1970-01-01T04:54:51.780533954Z,79,5558.25,5558.69,-34.88,-4.37,-39.25,125,439101.75,
1970-01-01T04:54:51.786572688Z,80,5558.25,5558.69,-34.88,-4.37,-39.25,126,444660.00,
1970-01-01T04:54:51.788765271Z,81,5558.25,5558.68,-34.88,-4.37,-39.25,127,450218.25,
1970-01-01T04:54:51.794259040Z,82,5558.00,5558.67,-55.13,-4.37,-59.50,128,455756.00,
1970-01-01T04:54:51.795592052Z,83,5558.00,5558.66,-55.13,-4.37,-59.50,129,461314.00,
1970-01-01T04:54:51.797955124Z,84,5558.00,5558.66,-55.13,-4.37,-59.50,130,466872.00,
1970-01-01T04:54:51.798760674Z,85,5557.75,5558.65,-76.13,-4.37,-80.50,131,472408.75,
1970-01-01T04:54:51.804250838Z,86,5558.00,5558.64,-54.88,-4.37,-59.25,132,477988.00,
1970-01-01T04:54:51.813203243Z,87,5558.00,5558.63,-54.88,-4.37,-59.25,133,483546.00,
1970-01-01T04:54:51.813804124Z,88,5558.00,5558.62,-54.88,-4.37,-59.25,134,489104.00,
1970-01-01T04:54:51.822541155Z,89,5558.00,5558.62,-54.88,-4.37,-59.25,135,494662.00,
1970-01-01T04:54:51.832382237Z,88,5557.75,5558.62,-76.26,-5.24,-81.50,136,489082.00,
1970-01-01T04:54:51.840460481Z,89,5558.25,5558.61,-32.26,-5.24,-37.50,137,494684.25,
1970-01-01T04:54:51.841079681Z,90,5558.25,5558.61,-32.26,-5.24,-37.50,138,500242.50,
1970-01-01T04:54:51.844424189Z,91,5558.25,5558.60,-32.26,-5.24,-37.50,139,505800.75,
1970-01-01T04:54:51.850390303Z,92,5558.00,5558.60,-55.01,-5.24,-60.25,140,511336.00,
1970-01-01T04:54:51.851071146Z,93,5558.00,5558.59,-55.01,-5.24,-60.25,141,516894.00,
1970-01-01T04:54:51.854436580Z,94,5558.00,5558.59,-55.01,-5.24,-60.25,142,522452.00,
1970-01-01T04:54:51.854691054Z,93,5557.50,5558.59,-100.93,-6.32,-107.25,143,516847.50,
1970-01-01T04:54:51.854962011Z,94,5558.00,5558.58,-54.43,-6.32,-60.75,144,522452.00,
1970-01-01T04:54:51.856760628Z,95,5558.00,5558.57,-54.43,-6.32,-60.75,145,528010.00,
1970-01-01T04:54:51.860601432Z,96,5558.00,5558.57,-54.43,-6.32,-60.75,146,533568.00,
1970-01-01T04:54:51.864512857Z,97,5558.00,5558.56,-54.43,-6.32,-60.75,147,539126.00,
1970-01-01T04:54:51.867456575Z,98,5558.00,5558.56,-54.43,-6.32,-60.75,148,544684.00,
1970-01-01T04:54:51.869593702Z,99,5558.00,5558.55,-54.43,-6.32,-60.75,149,550242.00,
1970-01-01T04:54:51.870130560Z,100,5558.00,5558.54,-54.43,-6.32,-60.75,150,555800.00,
1970-01-01T04:54:51.872410193Z,101,5558.00,5558.54,-54.43,-6.32,-60.75,151,561358.00,
1970-01-01T04:54:51.876691729Z,100,5557.75,5558.54,-78.89,-7.11,-86.00,152,555775.00,
1970-01-01T04:54:51.878952524Z,101,5558.25,5558.54,-28.89,-7.11,-36.00,153,561383.25,
1970-01-01T04:54:51.879279715Z,102,5558.25,5558.53,-28.89,-7.11,-36.00,154,566941.50,
1970-01-01T04:54:51.885339745Z,101,5558.00,5558.53,-53.86,-7.64,-61.50,155,561358.00,
1970-01-01T04:54:51.886714889Z,102,5558.25,5558.53,-28.61,-7.64,-36.25,156,566941.50,
1970-01-01T04:54:51.893140373Z,101,5558.25,5558.53,-28.33,-7.92,-36.25,157,561383.25,
1970-01-01T04:54:51.894274347Z,102,5558.50,5558.53,-3.08,-7.92,-11.00,158,566967.00,
1970-01-01T04:54:51.903625138Z,101,5558.50,5558.53,-3.05,-7.95,-11.00,159,561408.50,
1970-01-01T04:54:51.906208155Z,102,5559.00,5558.53,47.45,-7.95,39.50,160,567018.00,
1970-01-01T04:54:51.907698902Z,103,5559.00,5558.54,47.45,-7.95,39.50,161,572577.00,
1970-01-01T04:54:51.909028756Z,104,5559.00,5558.54,47.45,-7.95,39.50,162,578136.00,
1970-01-01T04:54:51.910821969Z,105,5558.75,5558.55,21.45,-7.95,13.50,163,583668.75,
1970-01-01T04:54:51.912196542Z,106,5559.00,5558.55,47.70,-7.95,39.75,164,589254.00,
1970-01-01T04:54:51.917131182Z,105,5558.75,5558.55,21.00,-7.75,13.25,165,583668.75,
1970-01-01T04:54:51.921783953Z,104,5559.00,5558.55,46.80,-7.30,39.50,166,578136.00,
1970-01-01T04:54:51.928802598Z,105,5559.50,5558.56,98.80,-7.30,91.50,167,583747.50,
1970-01-01T04:54:51.929604876Z,106,5559.50,5558.57,98.80,-7.30,91.50,168,589307.00,
1970-01-01T04:54:51.930958947Z,107,5559.25,5558.57,72.30,-7.30,65.00,169,594839.75,
1970-01-01T04:54:51.932836064Z,108,5559.50,5558.58,99.05,-7.30,91.75,170,600426.00,
1970-01-01T04:54:51.936209762Z,109,5559.50,5558.59,99.05,-7.30,91.75,171,605985.50,
1970-01-01T04:54:51.937237073Z,110,5559.25,5558.60,71.80,-7.30,64.50,172,611517.50,
1970-01-01T04:54:51.940837026Z,111,5559.50,5558.61,99.30,-7.30,92.00,173,617104.50,
1970-01-01T04:54:51.944814974Z,112,5559.50,5558.61,99.30,-7.30,92.00,174,622664.00,
1970-01-01T04:54:51.950808282Z,111,5559.25,5558.61,70.67,-6.67,64.00,175,617076.75,
1970-01-01T04:54:51.953632818Z,112,5559.75,5558.62,126.17,-6.67,119.50,176,622692.00,
1970-01-01T04:54:51.964041702Z,111,5559.50,5558.62,97.29,-5.79,91.50,177,617104.50,
1970-01-01T04:54:51.970777627Z,110,5559.75,5558.62,123.91,-4.66,119.25,178,611572.50,
1970-01-01T04:54:51.975638946Z,109,5559.75,5558.62,122.79,-3.54,119.25,179,606012.75,
1970-01-01T04:54:51.980984892Z,110,5560.00,5558.64,150.04,-3.54,146.50,180,611600.00,
1970-01-01T04:54:51.994174445Z,111,5559.75,5558.65,122.54,-3.54,119.00,181,617132.25,
1970-01-01T04:54:51.995579606Z,112,5559.75,5558.66,122.54,-3.54,119.00,182,622692.00,
1970-01-01T04:54:51.999878653Z,113,5559.75,5558.67,122.54,-3.54,119.00,183,628251.75,
1970-01-01T04:54:52.007053880Z,112,5559.50,5558.67,93.45,-2.70,90.75,184,622664.00,
1970-01-01T04:54:52.009152010Z,111,5559.75,5558.67,120.37,-1.62,118.75,185,617132.25,
1970-01-01T04:54:52.017496001Z,110,5559.75,5558.67,119.28,-0.53,118.75,186,611572.50,
1970-01-01T04:54:52.019630331Z,111,5560.25,5558.68,174.28,-0.53,173.75,187,617187.75,
1970-01-01T04:54:52.024989307Z,112,5560.25,5558.69,174.28,-0.53,173.75,188,622748.00,
1970-01-01T04:54:52.032788196Z,113,5560.00,5558.71,146.28,-0.53,145.75,189,628280.00,
1970-01-01T04:54:52.034420837Z,114,5560.00,5558.72,146.28,-0.53,145.75,190,633840.00,
1970-01-01T04:54:52.041305152Z,115,5560.00,5558.73,146.28,-0.53,145.75,191,639400.00,
1970-01-01T04:54:52.042152803Z,116,5560.00,5558.74,146.28,-0.53,145.75,192,644960.00,
1970-01-01T04:54:52.051566943Z,115,5559.75,5558.74,116.27,0.48,116.75,193,639371.25,
1970-01-01T04:54:52.059414984Z,114,5560.00,5558.74,143.76,1.74,145.50,194,633840.00,
1970-01-01T04:54:52.064724811Z,115,5560.50,5558.75,200.76,1.74,202.50,195,639457.50,
1970-01-01T04:54:52.065423505Z,116,5560.50,5558.77,200.76,1.74,202.50,196,645018.00,
1970-01-01T04:54:52.066927976Z,117,5560.50,5558.78,200.76,1.74,202.50,197,650578.50,
1970-01-01T04:54:52.068333637Z,118,5560.50,5558.80,200.76,1.74,202.50,198,656139.00,
1970-01-01T04:54:52.075313054Z,117,5560.25,5558.80,169.81,3.19,173.00,199,650549.25,
1970-01-01T04:54:52.075970751Z,116,5560.50,5558.80,197.36,4.89,202.25,200,645018.00,
1970-01-01T04:54:52.083295908Z,117,5560.75,5558.82,226.36,4.89,231.25,201,650607.75,
1970-01-01T04:54:52.084419678Z,118,5560.75,5558.83,226.36,4.89,231.25,202,656168.50,
1970-01-01T04:54:52.086965228Z,119,5560.75,5558.85,226.36,4.89,231.25,203,661729.25,
1970-01-01T04:54:52.093505391Z,120,5560.75,5558.86,226.36,4.89,231.25,204,667290.00,
1970-01-01T04:54:52.096922500Z,121,5560.75,5558.88,226.36,4.89,231.25,205,672850.75,
1970-01-01T04:54:52.099304500Z,122,5560.50,5558.89,196.11,4.89,201.00,206,678381.00,
1970-01-01T04:54:52.100705701Z,123,5560.75,5558.91,226.61,4.89,231.50,207,683972.25,
1970-01-01T04:54:52.108424943Z,124,5560.75,5558.92,226.61,4.89,231.50,208,689533.00,
1970-01-01T04:54:52.110428215Z,125,5560.75,5558.94,226.61,4.89,231.50,209,695093.75,
1970-01-01T04:54:52.112280808Z,126,5560.75,5558.95,226.61,4.89,231.50,210,700654.50,
1970-01-01T04:54:52.114368193Z,127,5560.75,5558.97,226.61,4.89,231.50,211,706215.25,
1970-01-01T04:54:52.119677454Z,128,5560.75,5558.98,226.61,4.89,231.50,212,711776.00,
1970-01-01T04:54:52.131836342Z,129,5560.75,5558.99,226.61,4.89,231.50,213,717336.75,
1970-01-01T04:54:52.142771482Z,128,5560.50,5558.99,192.85,6.40,199.25,214,711744.00,
1970-01-01T04:54:52.145872473Z,129,5561.00,5559.01,256.85,6.40,263.25,215,717369.00,
1970-01-01T04:54:52.146805884Z,130,5561.00,5559.02,256.85,6.40,263.25,216,722930.00,
1970-01-01T04:54:52.148450609Z,131,5561.00,5559.04,256.85,6.40,263.25,217,728491.00,
1970-01-01T04:54:52.155285772Z,132,5560.75,5559.05,224.10,6.40,230.50,218,734019.00,
1970-01-01T04:54:52.156935283Z,133,5560.75,5559.07,224.10,6.40,230.50,219,739579.75,
1970-01-01T04:54:52.164875581Z,134,5560.75,5559.08,224.10,6.40,230.50,220,745140.50,
1970-01-01T04:54:52.174058330Z,135,5560.75,5559.09,224.10,6.40,230.50,221,750701.25,
1970-01-01T04:54:52.176812421Z,136,5560.75,5559.10,224.10,6.40,230.50,222,756262.00,
1970-01-01T04:54:52.180402461Z,137,5560.75,5559.11,224.10,6.40,230.50,223,761822.75,
1970-01-01T04:54:52.183382144Z,138,5560.75,5559.13,224.10,6.40,230.50,224,767383.50,
1970-01-01T04:54:52.184509925Z,139,5560.75,5559.14,224.10,6.40,230.50,225,772944.25,
1970-01-01T04:54:52.190149525Z,140,5560.75,5559.15,224.10,6.40,230.50,226,778505.00,
1970-01-01T04:54:52.194637628Z,141,5560.75,5559.16,224.10,6.40,230.50,227,784065.75,
1970-01-01T04:54:52.195028919Z,140,5560.25,5559.16,152.51,7.49,160.00,228,778435.00,
1970-01-01T04:54:52.196195931Z,141,5560.75,5559.17,222.51,7.49,230.00,229,784065.75,
1970-01-01T04:54:52.197982639Z,142,5560.75,5559.18,222.51,7.49,230.00,230,789626.50,
1970-01-01T04:54:52.214987673Z,141,5560.50,5559.18,185.70,8.80,194.50,231,784030.50,
1970-01-01T04:54:52.220186650Z,142,5561.00,5559.20,256.20,8.80,265.00,232,789662.00,
1970-01-01T04:54:52.233393716Z,143,5561.00,5559.21,256.20,8.80,265.00,233,795223.00,
1970-01-01T04:54:52.245306575Z,144,5561.00,5559.22,256.20,8.80,265.00,234,800784.00,
1970-01-01T04:54:52.254834143Z,145,5561.00,5559.23,256.20,8.80,265.00,235,806345.00,
1970-01-01T04:54:52.258882944Z,146,5561.00,5559.25,256.20,8.80,265.00,236,811906.00,
1970-01-01T04:54:52.263405711Z,145,5560.75,5559.25,218.19,10.31,228.50,237,806308.75,
1970-01-01T04:54:52.267771303Z,144,5560.75,5559.25,216.69,11.81,228.50,238,800748.00,
1970-01-01T04:54:52.269249888Z,145,5561.25,5559.26,288.69,11.81,300.50,239,806381.25,
1970-01-01T04:54:52.270686293Z,146,5561.25,5559.27,288.69,11.81,300.50,240,811942.50,
1970-01-01T04:54:52.273681750Z,147,5561.25,5559.29,288.69,11.81,300.50,241,817503.75,
1970-01-01T04:54:52.275983594Z,148,5561.00,5559.30,251.94,11.81,263.75,242,823028.00,
1970-01-01T04:54:52.283588586Z,149,5561.00,5559.31,251.94,11.81,263.75,243,828589.00,
1970-01-01T04:54:52.288316815Z,150,5561.00,5559.32,251.94,11.81,263.75,244,834150.00,
1970-01-01T04:54:52.300050427Z,151,5561.00,5559.33,251.94,11.81,263.75,245,839711.00,
1970-01-01T04:54:52.318429491Z,152,5561.00,5559.34,251.94,11.81,263.75,246,845272.00,
1970-01-01T04:54:52.324350471Z,153,5561.00,5559.35,251.94,11.81,263.75,247,850833.00,
1970-01-01T04:54:52.326207479Z,154,5560.75,5559.36,213.69,11.81,225.50,248,856355.50,
1970-01-01T04:54:52.329326898Z,155,5561.00,5559.37,252.19,11.81,264.00,249,861955.00,
1970-01-01T04:54:52.334151365Z,154,5560.75,5559.37,212.06,13.19,225.25,250,856355.50,
1970-01-01T04:54:52.335545573Z,155,5560.75,5559.38,212.06,13.19,225.25,251,861916.25,
1970-01-01T04:54:52.336258523Z,156,5561.00,5559.39,250.81,13.19,264.00,252,867516.00,
1970-01-01T04:54:52.345873825Z,157,5561.00,5559.40,250.81,13.19,264.00,253,873077.00,
1970-01-01T04:54:52.348532896Z,158,5561.00,5559.41,250.81,13.19,264.00,254,878638.00,
